timestamp,event_type,risk_score,details
2026-08-29T04:00:19,DISTRACTION,45,"{""ear"": 0.404, ""mar"": 0.013, ""head_direction"": ""LOOKING UP"", ""pitch"": 173.6, ""yaw"": -10.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:00:24,DISTRACTION,25,"{""ear"": 0.419, ""mar"": 0.012, ""head_direction"": ""LOOKING UP"", ""pitch"": 176.5, ""yaw"": -5.9, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:00:29,DISTRACTION,45,"{""ear"": 0.429, ""mar"": 0.017, ""head_direction"": ""LOOKING UP"", ""pitch"": 173.8, ""yaw"": 5.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:00:34,DISTRACTION,45,"{""ear"": 0.374, ""mar"": 0.015, ""head_direction"": ""LOOKING UP"", ""pitch"": 174.7, ""yaw"": -4.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:00:34,NO_SEATBELT,45,"{""ear"": 0.377, ""mar"": 0.014, ""head_direction"": ""LOOKING UP"", ""pitch"": 171.3, ""yaw"": -0.7, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:00:39,DISTRACTION,45,"{""ear"": 0.363, ""mar"": 0.043, ""head_direction"": ""LOOKING RIGHT"", ""pitch"": 178.4, ""yaw"": 15.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:00:39,NO_SEATBELT,45,"{""ear"": 0.379, ""mar"": 0.074, ""head_direction"": ""LOOKING RIGHT"", ""pitch"": 178.0, ""yaw"": 15.5, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:00:47,DISTRACTION,25,"{""ear"": 0.423, ""mar"": 0.029, ""head_direction"": ""LOOKING UP"", ""pitch"": 168.7, ""yaw"": -10.7, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:00:52,DISTRACTION,25,"{""ear"": 0.402, ""mar"": 0.027, ""head_direction"": ""LOOKING UP"", ""pitch"": 178.2, ""yaw"": 11.0, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:00:57,DISTRACTION,45,"{""ear"": 0.463, ""mar"": 0.014, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -177.8, ""yaw"": 1.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:00:58,NO_SEATBELT,45,"{""ear"": 0.449, ""mar"": 0.017, ""head_direction"": ""LOOKING LEFT"", ""pitch"": -179.9, ""yaw"": -16.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:02,DISTRACTION,45,"{""ear"": 0.392, ""mar"": 0.005, ""head_direction"": ""LOOKING UP"", ""pitch"": 176.3, ""yaw"": -14.6, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:03,NO_SEATBELT,45,"{""ear"": 0.384, ""mar"": 0.008, ""head_direction"": ""LOOKING UP"", ""pitch"": 176.9, ""yaw"": -11.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:07,DISTRACTION,45,"{""ear"": 0.441, ""mar"": 0.04, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 178.8, ""yaw"": -24.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:08,NO_SEATBELT,45,"{""ear"": 0.4, ""mar"": 0.012, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 175.0, ""yaw"": -16.8, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:12,DISTRACTION,45,"{""ear"": 0.458, ""mar"": 0.059, ""head_direction"": ""LOOKING UP"", ""pitch"": 179.9, ""yaw"": 9.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:15,NO_SEATBELT,45,"{""ear"": 0.398, ""mar"": 0.059, ""head_direction"": ""LOOKING UP"", ""pitch"": 179.0, ""yaw"": 0.6, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:19,DISTRACTION,45,"{""ear"": 0.43, ""mar"": 0.02, ""head_direction"": ""LOOKING UP"", ""pitch"": 177.9, ""yaw"": 1.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:20,NO_SEATBELT,45,"{""ear"": 0.421, ""mar"": 0.01, ""head_direction"": ""LOOKING UP"", ""pitch"": 178.8, ""yaw"": 5.7, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:24,DISTRACTION,45,"{""ear"": 0.36, ""mar"": 0.105, ""head_direction"": ""LOOKING UP"", ""pitch"": 174.9, ""yaw"": -12.7, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:25,NO_SEATBELT,45,"{""ear"": 0.434, ""mar"": 0.015, ""head_direction"": ""LOOKING UP"", ""pitch"": 177.7, ""yaw"": 1.5, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:29,DISTRACTION,45,"{""ear"": 0.37, ""mar"": 0.012, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 177.2, ""yaw"": -16.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:30,NO_SEATBELT,45,"{""ear"": 0.448, ""mar"": 0.013, ""head_direction"": ""LOOKING UP"", ""pitch"": 178.2, ""yaw"": -4.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:35,DISTRACTION,45,"{""ear"": 0.368, ""mar"": 0.03, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 174.7, ""yaw"": -15.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:35,NO_SEATBELT,45,"{""ear"": 0.348, ""mar"": 0.018, ""head_direction"": ""LOOKING UP"", ""pitch"": 177.7, ""yaw"": 6.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:40,DISTRACTION,45,"{""ear"": 0.267, ""mar"": 0.018, ""head_direction"": ""LOOKING UP"", ""pitch"": 176.0, ""yaw"": 8.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:40,NO_SEATBELT,45,"{""ear"": 0.267, ""mar"": 0.018, ""head_direction"": ""LOOKING UP"", ""pitch"": 176.0, ""yaw"": 8.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:45,DISTRACTION,45,"{""ear"": 0.329, ""mar"": 0.007, ""head_direction"": ""LOOKING UP"", ""pitch"": 173.0, ""yaw"": -10.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:45,NO_SEATBELT,45,"{""ear"": 0.329, ""mar"": 0.007, ""head_direction"": ""LOOKING UP"", ""pitch"": 173.0, ""yaw"": -10.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:50,DISTRACTION,45,"{""ear"": 0.36, ""mar"": 0.012, ""head_direction"": ""LOOKING UP"", ""pitch"": 171.7, ""yaw"": -5.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:50,NO_SEATBELT,45,"{""ear"": 0.36, ""mar"": 0.012, ""head_direction"": ""LOOKING UP"", ""pitch"": 171.7, ""yaw"": -5.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:01:56,DISTRACTION,45,"{""ear"": 0.374, ""mar"": 0.018, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 172.1, ""yaw"": -15.6, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:01,DISTRACTION,25,"{""ear"": 0.343, ""mar"": 0.018, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.9, ""yaw"": -11.1, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:02:04,NO_SEATBELT,20,"{""ear"": 0.0, ""mar"": 0.0, ""head_direction"": ""NO FACE"", ""pitch"": 0.0, ""yaw"": 0.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:08,DISTRACTION,45,"{""ear"": 0.331, ""mar"": 0.015, ""head_direction"": ""LOOKING RIGHT"", ""pitch"": 172.7, ""yaw"": 17.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:13,DISTRACTION,45,"{""ear"": 0.42, ""mar"": 0.017, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 178.2, ""yaw"": -16.4, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:18,DISTRACTION,45,"{""ear"": 0.451, ""mar"": 0.016, ""head_direction"": ""LOOKING RIGHT"", ""pitch"": -175.7, ""yaw"": 17.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:19,NO_SEATBELT,45,"{""ear"": 0.427, ""mar"": 0.025, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -176.7, ""yaw"": 15.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:23,DISTRACTION,45,"{""ear"": 0.478, ""mar"": 0.09, ""head_direction"": ""LOOKING RIGHT"", ""pitch"": -176.8, ""yaw"": 15.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:24,NO_SEATBELT,45,"{""ear"": 0.451, ""mar"": 0.017, ""head_direction"": ""LOOKING RIGHT"", ""pitch"": -175.7, ""yaw"": 15.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:29,DISTRACTION,45,"{""ear"": 0.381, ""mar"": 0.014, ""head_direction"": ""LOOKING UP"", ""pitch"": 177.9, ""yaw"": -12.7, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:29,NO_SEATBELT,45,"{""ear"": 0.406, ""mar"": 0.025, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -179.5, ""yaw"": 10.6, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:34,DISTRACTION,45,"{""ear"": 0.487, ""mar"": 0.042, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -179.9, ""yaw"": 11.4, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:36,NO_SEATBELT,45,"{""ear"": 0.423, ""mar"": 0.028, ""head_direction"": ""LOOKING UP"", ""pitch"": 176.6, ""yaw"": 0.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:39,DISTRACTION,45,"{""ear"": 0.419, ""mar"": 0.021, ""head_direction"": ""LOOKING UP"", ""pitch"": 176.1, ""yaw"": -10.8, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:44,DISTRACTION,45,"{""ear"": 0.426, ""mar"": 0.012, ""head_direction"": ""LOOKING UP"", ""pitch"": 169.9, ""yaw"": 2.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:46,NO_SEATBELT,45,"{""ear"": 0.346, ""mar"": 0.006, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.6, ""yaw"": -12.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:49,DISTRACTION,45,"{""ear"": 0.398, ""mar"": 0.041, ""head_direction"": ""LOOKING UP"", ""pitch"": 173.4, ""yaw"": -10.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:51,NO_SEATBELT,45,"{""ear"": 0.449, ""mar"": 0.051, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 175.6, ""yaw"": -16.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:55,DISTRACTION,45,"{""ear"": 0.443, ""mar"": 0.045, ""head_direction"": ""LOOKING UP"", ""pitch"": 175.2, ""yaw"": -3.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:02:56,NO_SEATBELT,45,"{""ear"": 0.397, ""mar"": 0.022, ""head_direction"": ""LOOKING UP"", ""pitch"": 173.0, ""yaw"": -5.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:00,DISTRACTION,45,"{""ear"": 0.373, ""mar"": 0.013, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.1, ""yaw"": -13.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:01,NO_SEATBELT,45,"{""ear"": 0.316, ""mar"": 0.012, ""head_direction"": ""LOOKING UP"", ""pitch"": 173.7, ""yaw"": -7.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:05,DISTRACTION,25,"{""ear"": 0.356, ""mar"": 0.01, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.3, ""yaw"": 0.6, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:03:11,DISTRACTION,45,"{""ear"": 0.394, ""mar"": 0.035, ""head_direction"": ""LOOKING UP"", ""pitch"": 173.2, ""yaw"": -14.5, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:11,NO_SEATBELT,45,"{""ear"": 0.394, ""mar"": 0.035, ""head_direction"": ""LOOKING UP"", ""pitch"": 173.2, ""yaw"": -14.5, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:16,DISTRACTION,45,"{""ear"": 0.346, ""mar"": 0.013, ""head_direction"": ""LOOKING UP"", ""pitch"": 173.8, ""yaw"": -11.8, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:18,NO_SEATBELT,45,"{""ear"": 0.445, ""mar"": 0.016, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 176.0, ""yaw"": -18.5, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:21,DISTRACTION,45,"{""ear"": 0.441, ""mar"": 0.024, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.2, ""yaw"": -8.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:23,NO_SEATBELT,45,"{""ear"": 0.4, ""mar"": 0.024, ""head_direction"": ""LOOKING UP"", ""pitch"": 169.7, ""yaw"": -3.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:26,DISTRACTION,45,"{""ear"": 0.422, ""mar"": 0.027, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.6, ""yaw"": -10.8, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:31,NO_SEATBELT,20,"{""ear"": 0.0, ""mar"": 0.0, ""head_direction"": ""NO FACE"", ""pitch"": 0.0, ""yaw"": 0.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:35,DISTRACTION,45,"{""ear"": 0.361, ""mar"": 0.049, ""head_direction"": ""LOOKING RIGHT"", ""pitch"": -179.6, ""yaw"": 18.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:37,NO_SEATBELT,45,"{""ear"": 0.343, ""mar"": 0.202, ""head_direction"": ""LOOKING UP"", ""pitch"": 165.7, ""yaw"": 5.5, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:43,DISTRACTION,45,"{""ear"": 0.367, ""mar"": 0.065, ""head_direction"": ""LOOKING UP"", ""pitch"": 167.9, ""yaw"": 13.8, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:49,NO_SEATBELT,20,"{""ear"": 0.419, ""mar"": 0.13, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -173.1, ""yaw"": 8.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:53,DISTRACTION,45,"{""ear"": 0.359, ""mar"": 0.044, ""head_direction"": ""LOOKING UP"", ""pitch"": 167.4, ""yaw"": 7.7, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:03:54,NO_SEATBELT,45,"{""ear"": 0.349, ""mar"": 0.006, ""head_direction"": ""LOOKING UP"", ""pitch"": 169.0, ""yaw"": 5.4, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:04:02,NO_SEATBELT,20,"{""ear"": 0.506, ""mar"": 0.053, ""head_direction"": ""LOOKING RIGHT"", ""pitch"": 179.0, ""yaw"": 24.8, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:04:20,NO_SEATBELT,20,"{""ear"": 0.361, ""mar"": 0.037, ""head_direction"": ""LOOKING UP"", ""pitch"": 159.7, ""yaw"": -12.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:04:22,DISTRACTION,45,"{""ear"": 0.228, ""mar"": 0.027, ""head_direction"": ""LOOKING UP"", ""pitch"": 163.2, ""yaw"": -3.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:04:27,DISTRACTION,45,"{""ear"": 0.464, ""mar"": 0.021, ""head_direction"": ""LOOKING UP"", ""pitch"": 170.4, ""yaw"": -6.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:04:32,DISTRACTION,45,"{""ear"": 0.104, ""mar"": 0.04, ""head_direction"": ""LOOKING UP"", ""pitch"": 171.6, ""yaw"": -0.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:04:33,NO_SEATBELT,45,"{""ear"": 0.079, ""mar"": 0.004, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.3, ""yaw"": -9.5, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:04:38,DROWSINESS,70,"{""ear"": 0.153, ""mar"": 0.021, ""head_direction"": ""LOOKING UP"", ""pitch"": 174.8, ""yaw"": -1.0, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:04:38,DISTRACTION,70,"{""ear"": 0.153, ""mar"": 0.021, ""head_direction"": ""LOOKING UP"", ""pitch"": 174.8, ""yaw"": -1.0, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:04:44,DISTRACTION,25,"{""ear"": 0.372, ""mar"": 0.018, ""head_direction"": ""LOOKING RIGHT"", ""pitch"": 174.0, ""yaw"": 25.7, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:04:49,DISTRACTION,25,"{""ear"": 0.499, ""mar"": 0.017, ""head_direction"": ""LOOKING UP"", ""pitch"": 176.8, ""yaw"": -1.2, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:04:54,DISTRACTION,25,"{""ear"": 0.494, ""mar"": 0.03, ""head_direction"": ""LOOKING UP"", ""pitch"": 176.1, ""yaw"": 11.7, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:04:59,DISTRACTION,25,"{""ear"": 0.508, ""mar"": 0.017, ""head_direction"": ""LOOKING UP"", ""pitch"": 178.7, ""yaw"": 7.8, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:05:05,DISTRACTION,25,"{""ear"": 0.494, ""mar"": 0.004, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -179.8, ""yaw"": 7.4, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:05:10,DISTRACTION,25,"{""ear"": 0.174, ""mar"": 0.016, ""head_direction"": ""LOOKING UP"", ""pitch"": 175.3, ""yaw"": 5.8, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:05:16,DISTRACTION,45,"{""ear"": 0.146, ""mar"": 0.021, ""head_direction"": ""LOOKING UP"", ""pitch"": 177.9, ""yaw"": 7.4, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:05:16,DROWSINESS,90,"{""ear"": 0.188, ""mar"": 0.003, ""head_direction"": ""LOOKING UP"", ""pitch"": 176.0, ""yaw"": 12.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:05:16,NO_SEATBELT,90,"{""ear"": 0.188, ""mar"": 0.003, ""head_direction"": ""LOOKING UP"", ""pitch"": 176.0, ""yaw"": 12.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:07:31,DROWSINESS,70,"{""ear"": 0.175, ""mar"": 0.029, ""head_direction"": ""LOOKING UP"", ""pitch"": 171.1, ""yaw"": -7.5, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:07:31,DISTRACTION,70,"{""ear"": 0.175, ""mar"": 0.029, ""head_direction"": ""LOOKING UP"", ""pitch"": 171.1, ""yaw"": -7.5, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:07:36,DISTRACTION,25,"{""ear"": 0.285, ""mar"": 0.01, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 169.5, ""yaw"": -16.7, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:07:38,DROWSINESS,70,"{""ear"": 0.08, ""mar"": 0.016, ""head_direction"": ""LOOKING UP"", ""pitch"": 177.1, ""yaw"": 5.5, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:07:41,DISTRACTION,25,"{""ear"": 0.144, ""mar"": 0.02, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 172.7, ""yaw"": -21.4, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:07:44,DROWSINESS,70,"{""ear"": 0.081, ""mar"": 0.01, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 171.4, ""yaw"": -21.3, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:07:47,DISTRACTION,25,"{""ear"": 0.504, ""mar"": 0.017, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 172.2, ""yaw"": -20.2, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:07:53,DISTRACTION,25,"{""ear"": 0.437, ""mar"": 0.02, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 173.7, ""yaw"": -17.5, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:07:58,DISTRACTION,25,"{""ear"": 0.401, ""mar"": 0.019, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.4, ""yaw"": 4.5, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:08:03,DISTRACTION,25,"{""ear"": 0.41, ""mar"": 0.019, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 170.4, ""yaw"": -27.0, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:08:08,DISTRACTION,25,"{""ear"": 0.362, ""mar"": 0.024, ""head_direction"": ""LOOKING UP"", ""pitch"": 172.1, ""yaw"": 4.9, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:08:13,DISTRACTION,25,"{""ear"": 0.15, ""mar"": 0.04, ""head_direction"": ""LOOKING UP"", ""pitch"": 174.9, ""yaw"": 8.2, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:08:19,DISTRACTION,25,"{""ear"": 0.442, ""mar"": 0.018, ""head_direction"": ""LOOKING UP"", ""pitch"": 171.8, ""yaw"": 1.6, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:08:24,DISTRACTION,25,"{""ear"": 0.494, ""mar"": 0.002, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -179.0, ""yaw"": 11.8, ""phone"": false, ""seatbelt"": true}"
2026-08-29T04:08:29,DISTRACTION,45,"{""ear"": 0.178, ""mar"": 0.001, ""head_direction"": ""LOOKING RIGHT"", ""pitch"": 177.3, ""yaw"": 19.8, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:19:11,DISTRACTION,45,"{""ear"": 0.363, ""mar"": 0.025, ""head_direction"": ""LOOKING UP"", ""pitch"": 178.3, ""yaw"": -9.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:19:11,NO_SEATBELT,45,"{""ear"": 0.363, ""mar"": 0.025, ""head_direction"": ""LOOKING UP"", ""pitch"": 178.3, ""yaw"": -9.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:19:16,DISTRACTION,45,"{""ear"": 0.458, ""mar"": 0.015, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -176.1, ""yaw"": 5.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:19:16,NO_SEATBELT,45,"{""ear"": 0.458, ""mar"": 0.015, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -176.1, ""yaw"": 5.1, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:19:22,DISTRACTION,45,"{""ear"": 0.286, ""mar"": 0.037, ""head_direction"": ""LOOKING UP"", ""pitch"": 169.9, ""yaw"": 3.5, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:19:22,NO_SEATBELT,45,"{""ear"": 0.286, ""mar"": 0.037, ""head_direction"": ""LOOKING UP"", ""pitch"": 169.9, ""yaw"": 3.5, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:19:27,DISTRACTION,45,"{""ear"": 0.401, ""mar"": 0.016, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -176.3, ""yaw"": 3.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:19:27,NO_SEATBELT,45,"{""ear"": 0.401, ""mar"": 0.016, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -176.3, ""yaw"": 3.0, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:19:32,DISTRACTION,45,"{""ear"": 0.322, ""mar"": 0.008, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -179.8, ""yaw"": 1.4, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:19:32,NO_SEATBELT,45,"{""ear"": 0.322, ""mar"": 0.008, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -179.8, ""yaw"": 1.4, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:19:37,DISTRACTION,45,"{""ear"": 0.284, ""mar"": 0.016, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -177.4, ""yaw"": 7.7, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:19:37,NO_SEATBELT,45,"{""ear"": 0.284, ""mar"": 0.016, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -177.4, ""yaw"": 7.7, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:28:38,DISTRACTION,45,"{""ear"": 0.529, ""mar"": 0.011, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -173.4, ""yaw"": 12.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:28:38,NO_SEATBELT,45,"{""ear"": 0.529, ""mar"": 0.011, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -173.4, ""yaw"": 12.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:28:43,DISTRACTION,45,"{""ear"": 0.387, ""mar"": 0.021, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 171.4, ""yaw"": -20.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:28:43,NO_SEATBELT,45,"{""ear"": 0.387, ""mar"": 0.021, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 171.4, ""yaw"": -20.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:28:48,YAWN,65,"{""ear"": 0.308, ""mar"": 1.268, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 167.9, ""yaw"": -24.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:28:48,DISTRACTION,45,"{""ear"": 0.356, ""mar"": 0.057, ""head_direction"": ""LOOKING UP"", ""pitch"": 170.0, ""yaw"": -6.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:28:48,NO_SEATBELT,45,"{""ear"": 0.356, ""mar"": 0.057, ""head_direction"": ""LOOKING UP"", ""pitch"": 170.0, ""yaw"": -6.2, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:28:53,DISTRACTION,45,"{""ear"": 0.267, ""mar"": 0.02, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -174.2, ""yaw"": 14.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:28:53,NO_SEATBELT,45,"{""ear"": 0.267, ""mar"": 0.02, ""head_direction"": ""LOOKING DOWN"", ""pitch"": -174.2, ""yaw"": 14.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:08,DISTRACTION,45,"{""ear"": 0.173, ""mar"": 0.007, ""head_direction"": ""LOOKING UP"", ""pitch"": 175.0, ""yaw"": -14.9, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:09,NO_SEATBELT,45,"{""ear"": 0.173, ""mar"": 0.003, ""head_direction"": ""LOOKING UP"", ""pitch"": 177.0, ""yaw"": -12.7, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:13,DISTRACTION,45,"{""ear"": 0.213, ""mar"": 0.01, ""head_direction"": ""LOOKING LEFT"", ""pitch"": 171.0, ""yaw"": -16.3, ""phone"": false, ""seatbelt"": false}"
2026-08-29T04:30:14,NO_SEATBELT,45,"{""ear"": 0.116, ""mar"": 0.027, ""head_direction"": ""LOOKING UP"", ""pitch"": 170.7, ""yaw"": -14.8, ""phone"": false, ""seatbelt"": false}"
